Name,OOS,,Total Verses,Verses to Sing,Familiarity,Service Index,Key,NVB,SSH,MAJ,NVR,Date of Most Recent Use,First Line,Notes,ID,Blood,Christmas,Cross,Easter,Grace,Heaven,Holy Spirit,Invitation,Missions,Patriotic,Prayer,Salvation,Second Coming,Bible,Calvary,Great Hymns,Service,Thanksgiving,Assurance,Christian Warfare,Comfort & Guidance,Consecration,Consolation,Faith & Trust,Joy & Singing,Love,Praise,Resurrection,Soul Winning & Service,Testimony,Lyrics,Log,Words,Music
Springs of Living Water,"All: 1, 2, 3","223 | ""Springs of Living Water"" (576) [3]",3,"All: 1, 2, 3",,1C,G,576,223,343,327,,I thirsted in the barren land of sin and shame,,1576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
We Gather Together,"All: 1, 2, 3","442 | ""We Gather Together"" (577) [3]",3,"All: 1, 2, 3",,2,D,577,442,496,342,,We gather together to ask the Lord's blessing,,1577,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
God Walks the Dark Hills,"All: 1, 2","NVB | ""God Walks the Dark Hills"" (578) [2]",2,"All: 1, 2",,3/4,Eb,578,,,,,"God walks the dark hills, the highways and byways",,1578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Lily of the Valley,"All: 1, 2, 3","240 | ""The Lily of the Valley"" (579) [3]",3,"All: 1, 2, 3",,1C,F,579,240,,333,,I have found a Friend in Jesus,,1579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Heavenly Sunlight,"All: 1, 2, 3","230 | ""Heavenly Sunlight"" (580) [3]",3,"All: 1, 2, 3",,1C,G,580,230,473,361,,"Walking in sunlight, all of my journey",,1580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Let’s Just Praise the Lord,Chorus 2x,"NVB | ""Let’s Just Praise the Lord"" (581) [C]",C,Chorus 2x,,,F,581,,,211,,Let’s just praise the Lord,,1581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Don’t Regret a Mile,Chorus 2x,"NVB | ""I Don’t Regret a Mile"" (582) [C]",C,Chorus 2x,,,Eb,582,,,,,I don’t regret a mile I’ve traveled,,1582,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
"My Country, 'Tis of Thee","1, 2, 4","438 | ""My Country, 'Tis of Thee"" (583) [4]",4,"1, 2, 4",,,F,583,438,595,126,,"My country, ‘tis of thee",,1583,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
The Star-Spangled Banner,"All: 1, 2","436 | ""The Star-Spangled Banner"" (584) [2]",2,"All: 1, 2",,,Bb,584,436,596,131,,"O say, can you see, by the dawn's early light",,1584,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Battle Hymn of the Republic,"1, 2, 4","437 | ""Battle Hymn of the Republic"" (585) [4]",4,"1, 2, 4",,1D,Bb,585,437,597,129,,Mine eyes have seen the glory of the coming of the Lord,,1585,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Turn the Tide,"All: 1, 2","NVB | ""Turn the Tide"" (586) [2]",2,"All: 1, 2",,,G,586,,,,,"When America was founded she was strong and pure and good,",,1586,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
"America, the Beautiful","1, 2, 4","435 | ""America, the Beautiful"" (587) [4]",4,"1, 2, 4",,,C,587,435,599,127,,O beautiful for spacious skies,,1587,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
"Lord, Let Us Weep Again","All: 1, 2","NVB | ""Lord, Let Us Weep Again"" (588) [2]",2,"All: 1, 2",,,Eb,588,,,,,Once as a child we wept and prayed on our knees.,,1588,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Golden State Baptist College Hymn,"All: 1, 2, 3","NVB | ""Golden State Baptist College Hymn"" (589) [3]",3,"All: 1, 2, 3",,,D,589,,,,,"From these halls of learning,",,1589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jesus, I My Cross Have Taken",,"1 | ""Jesus, I My Cross Have Taken"" () [4]",4,,,,Ab,,1,399,,,"Jesus, I my cross have taken",,2001,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Am Coming to the Cross,,"8 | ""I Am Coming to the Cross"" () [5]",5,,,,G,,8,,438,,I am coming to the cross,,2008,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alas! and Did My Saviour Bleed?,,"28 | ""Alas! and Did My Saviour Bleed?"" () [4]",4,,,,Ab,,28,234,368,,Alas! and did my Saviour bleed?,,2028,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When I See My Saviour,,"35 | ""When I See My Saviour"" () [3]",3,,,,Db,,35,245,,,When I see my Saviour,,2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
There'll Be No Dark Valley,,"37 | ""There'll Be No Dark Valley"" () [4]",4,,,,F,,37,,,,There’ll be no dark valley when Jesus comes,,2037,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,
"Hallelujah, We Shall Rise",,"38 | ""Hallelujah, We Shall Rise"" () [4]",4,,,,Bb,,38,288,,,In the resurrection morning,,2038,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
No Disappointment in Heaven,,"40 | ""No Disappointment in Heaven"" () [3]",3,,,,Eb,,40,,,,There's no disappointment in Heaven,,2040,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When I Can Read My Title Clear,,"45 | ""When I Can Read My Title Clear"" () [4]",4,,,,Ab,,45,558,,,When I can read my title clear,,2045,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'll Be So Glad,,"48 | ""I'll Be So Glad"" () [C]",C,,,,Eb,,48,,373,,I'll be so glad when day is done,,2048,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peace, Perfect Peace",,"50 | ""Peace, Perfect Peace"" () [5]",5,,,,C,,50,471,524,,"Peace, perfect peace, in this dark world of sin?",,2050,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When They Ring the Golden Bells,,"57 | ""When They Ring the Golden Bells"" () [3]",3,,,,F,,57,,,,There's a land beyond the river,,2057,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caught Up Together,,"59 | ""Caught Up Together"" () [4]",4,,,,Ab,,59,,,,I sing hallelujah that Jesus is coming,,2059,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We'll Never Say Good-bye,,"61 | ""We'll Never Say Good-bye"" () [4]",4,,,,Ab,,61,,,,We say good-bye in parting,,2061,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remembering in Heaven,,"68 | ""Remembering in Heaven"" () [4]",4,,,,Bb,,68,,,,"Should I, up in Heaven, Remember the heartache",,2068,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We Shall Shine As the Stars,,"69 | ""We Shall Shine As the Stars"" () [3]",3,,,,Bb,,69,,,,We may tarry a while here as strangers,,2069,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Will Jesus Find Us Watching?,,"70 | ""Will Jesus Find Us Watching?"" () [4]",4,,,,Bb,,70,274,518,,When Jesus comes to reward His servants,,2070,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
There's a Great Day Coming,,"71 | ""There's a Great Day Coming"" () [3]",3,,,,G,,71,,,,"There’s a great day coming, A great day coming",,2071,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
What if It Were Today?,,"76 | ""What if It Were Today?"" () [3]",3,,,,Db,,76,277,,,Jesus is coming to earth again,,2076,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
"Behold, He Comes!",,"77 | ""Behold, He Comes!"" () [C]",C,,,,D,,77,,,,"Behold, He comes!",,2077,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Jesus Is Coming,,"78 | ""Jesus Is Coming"" () [4]",4,,,,C,,78,,,,"Come, dear Lord Jesus, for long we've been watching",,2078,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
When Jesus Comes to Reign,,"79 | ""When Jesus Comes to Reign"" () [5]",5,,,,Eb,,79,,,,Sorrow and sighing shall flee away,,2079,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Coming Today?,,"80 | ""Coming Today?"" () [4]",4,,,,C,,80,,,,"Coming today? Today? Yes, Jesus may come today",,2080,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
When He Cometh,,"82 | ""When He Cometh"" () [4]",4,,,,D,,82,,,,"When He cometh, when He cometh",,2082,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Jesus! Jesus! Jesus!,,"85 | ""Jesus! Jesus! Jesus!"" () [5]",5,,,,D,,85,,,,Jesus! Jesus! Jesus! Sing aloud the Name,,2085,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Some Time We'll Understand,,"88 | ""Some Time We'll Understand"" () [4]",4,,,,Ab,,88,,,,"Not now, but in the coming years",,2088,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
"Jesus, Lover of My Soul (Marsh)",,"90 | ""Jesus, Lover of My Soul (Marsh)"" () [4]",4,,,,F,,90,,,,"Jesus, Lover of my soul",?,2090,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
How Can I Be Lonely?,,"92 | ""How Can I Be Lonely?"" () [4]",4,,,,Eb,,92,,,,One is walking with me over life's uneven way,,2092,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
"Art Thou Weary, Art Thou Languid?",,"93 | ""Art Thou Weary, Art Thou Languid?"" () [5]",5,,,,G,,93,,,,"Art thou weary, art thou languid",,2093,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Stand by Me,,"94 | ""Stand by Me"" () [4]",4,,,,Eb,,94,,,,When the storms of life are raging,,2094,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
The Lord Is My Shepherd,,"95 | ""The Lord Is My Shepherd"" () [4]",4,,,,F,,95,103,,,"The Lord is my shepherd, no want shall I know",,2095,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
"Come, Ye Disconsolate ",,"99 | ""Come, Ye Disconsolate "" () [3]",3,,,,Db,,99,,,,"Come, ye disconsolate, where'er ye languish",,2099,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,
Under His Wings,,"103 | ""Under His Wings"" () [3]",3,,,,Db,,103,87,339,,Under His wings I am safely abiding,,2103,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,
Lean on His Arms,,"104 | ""Lean on His Arms"" () [4]",4,,,,G,,104,,,,Just lean upon the arms of Jesus,,2104,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Praise the Saviour,,"107 | ""Praise the Saviour"" () [4]",4,,,,Ab,,107,,513,,"Praise the Saviour, ye who know Him!",,2107,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Sun of My Soul,,"108 | ""Sun of My Soul"" () [4]",4,,,,F,,108,131,418,,Sun of my soul! Thou Saviour dear,,2108,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
"Sweet Peace, the Gift of God's Love",,"111 | ""Sweet Peace, the Gift of God's Love"" () [4]",4,,,,A,,111,467,,,There comes to my heart one sweet strain,,2111,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
"Be Still, My Soul",,"112 | ""Be Still, My Soul"" () [3]",3,,,,F,,112,296,,,"Be still, my soul: the Lord is on thy side",,2112,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
The Great Physician,,"114 | ""The Great Physician"" () [4]",4,,,,Eb,,114,,,,The great Physician now is near,,2114,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Safe in the Arms of Jesus,,"117 | ""Safe in the Arms of Jesus"" () [3]",3,,,,G,,117,,473,,Safe in the arms of Jesus,,2117,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
"Jesus, Saviour, Pilot Me",,"120 | ""Jesus, Saviour, Pilot Me"" () [3]",3,,,,Bb,,120,,73,,"Jesus, Saviour, pilot me",,2120,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
The Christian's Good-Night,,"123 | ""The Christian's Good-Night"" () [5]",5,,,,Ab,,123,,,,"Sleep on, beloved, sleep, and take thy rest",,2123,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Safe Wherever I Go,,"133 | ""Safe Wherever I Go"" () [C]",C,,,,Eb,,133,,,,Safe wherever I go,,2133,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
I Know I Am Saved,,"135 | ""I Know I Am Saved"" () [C]",C,,,,F,,135,,,,I know I am saved,,2135,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,
What Will You Say Then?,,"141 | ""What Will You Say Then?"" () [3]",3,,,,C,,141,,,,What will you say to Jesus then,,2141,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
"Jesus, Only Jesus",,"148 | ""Jesus, Only Jesus"" () [4]",4,,,,C,,148,,,,I walked the path of pleasure,,2148,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
I Do Believe,,"151 | ""I Do Believe"" () [4]",4,,,,G,,151,,,,"Father, I stretch my hands to Thee",,2151,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Security,,"152 | ""Security"" () [5]",5,,,,E,,152,,432,,More secure is no one ever,,2152,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,
All Hail the Power of Jesus' Name [Diadem] ,,"168 | ""All Hail the Power of Jesus' Name [Diadem] "" () [4]",4,,,,Bb,,168,30,,,All hail the pow'r of Jesus' name!,,2168,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
"Jesus, the Very Thought of Thee",,"171 | ""Jesus, the Very Thought of Thee"" () [4]",4,,,,Ab,,171,176,377,,Jesus! the very thought of Thee,,2171,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Jesus Loves the Little Children,,"176 | ""Jesus Loves the Little Children"" () [C]",C,,,,Bb,,176,,242,,Jesus loves the little children,,2176,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
When Love Shines In,,"177 | ""When Love Shines In"" () [4]",4,,,,Eb,,177,,,,Jesus comes with pow'r to gladden,,2177,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Such Love,,"179 | ""Such Love"" () [4]",4,,,,Ab,,179,,,,That God should love a sinner such as I,,2179,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
I Love Him,,"181 | ""I Love Him"" () [3]",3,,,,D,,181,,,,Gone from my heart the world and all its charm,,2181,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Wonderful Story of Love,,"182 | ""Wonderful Story of Love"" () [3]",3,,,,C,,182,,356,,Wonderful story of love,,2182,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
"I Love Thee, My Jesus",,"184 | ""I Love Thee, My Jesus"" () [4]",4,,,,C,,184,62,,,What words can I find to tell Jesus I love Him,,2184,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Jesus Loves Me (Rice),,"186 | ""Jesus Loves Me (Rice)"" () [4]",4,,,,Bb,,186,129,,,Jesus is such a Saviour,,2186,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
The Love of God,,"188 | ""The Love of God"" () [3]",3,,,,Eb,,188,130,,,The love of God is greater far,,2188,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
I Never Will Cease to Love Him,,"189 | ""I Never Will Cease to Love Him"" () [4]",4,,,,E,,189,,,,For all the Lord has done for me,,2189,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
"Wonderful, Wonderful Jesus",,"190 | ""Wonderful, Wonderful Jesus"" () [4]",4,,,,Bb,,190,,,,There is never a day so dreary,?,2190,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Let the Joy Overflow,,"199 | ""Let the Joy Overflow"" () [3]",3,,,,Eb,,199,,,,There's a clear fountain flowing,,2199,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
"Jesus, I Am Resting",,"201 | ""Jesus, I Am Resting"" () [3]",3,,,,G,,201,481,,,"Jesus, I am resting, resting",,2201,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
Songs in the Mountains,,"204 | ""Songs in the Mountains"" () [4]",4,,,,Bb,,204,,,,There are songs in the mountains,,2204,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
There Is Glory in My Soul,,"213 | ""There Is Glory in My Soul"" () [4]",4,,,,A,,213,,,,Since I lost my sins and I found my Saviour,,2213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Builded on the Rock,,"214 | ""Builded on the Rock"" () [4]",4,,,,F,,214,,,,"I builded on the Rock, on the Rock of God",,2214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
My Burdens Rolled Away,,"219 | ""My Burdens Rolled Away"" () [4]",4,,,,F,,219,,417,,I remember when my burdens rolled away,,2219,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,
There Shall Be Showers of Blessing,,"224 | ""There Shall Be Showers of Blessing"" () [4]",4,,,,Bb,,224,529,,,"""There shall be showers of blessing""",,2224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
He Is So Precious to Me,,"234 | ""He Is So Precious to Me"" () [4]",4,,,,G,,234,,416,,"So precious is Jesus, my Saviour, my King",,2234,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,
"I Know I Love Thee Better, Lord",,"235 | ""I Know I Love Thee Better, Lord"" () [4]",4,,,,C,,235,,,,"I know I love Thee better, Lord",,2235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Christ Liveth in Me,,"238 | ""Christ Liveth in Me"" () [4]",4,,,,F,,238,,371,,Once far from God and dead in sin,,2238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Seeking for Me,,"239 | ""Seeking for Me"" () [4]",4,,,,G,,239,,318,,Jesus my Saviour to Bethlehem came,,2239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
It Took a Miracle,,"242 | ""It Took a Miracle"" () [3]",3,,,,G,,242,,,,My Father is omnipotent,,2242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
If I Gained the World,,"251 | ""If I Gained the World"" () [4]",4,,,,Eb,,251,,,,"If I gained the world, but lost the Saviour",,2251,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
"Whosoever Will"",""",,"254 | ""Whosoever Will"","""" () [3]",3,,,,D,,254,341,549,,"Whosoever heareth, shout, shout the sound!",,2254,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,
"Verily, Verily",,"263 | ""Verily, Verily"" () [4]",4,,,,G,,263,,340,,"O what a Saviour, that He died for me!",,2263,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Someone's Last Call,,"265 | ""Someone's Last Call"" () [4]",4,,,,Eb,,265,,,,"Come, O come to the blessed Saviour",,2265,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Honey in the Rock,,"266 | ""Honey in the Rock"" () [4]",4,,,,F,,266,,,,"O my brother, do you know the Saviour",,2266,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
What Did He Do?,,"268 | ""What Did He Do?"" () [2]",2,,,,Db,,268,,,,O listen to our wondrous story,,2268,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Why Do You Wait?,,"269 | ""Why Do You Wait?"" () [4]",4,,,,A,,269,,,,"Why do you wait, dear brother",,2269,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
What Will You Do With Jesus?,,"273 | ""What Will You Do With Jesus?"" () [5]",5,,,,D,,273,324,,,Jesus is standing in Pilate's hall,,2273,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Come Unto Me (Jones),,"274 | ""Come Unto Me (Jones)"" () [4]",4,,,,C,,274,123,,,Hear the blessed Saviour calling the oppressed,,2274,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Let Jesus Come Into Your Heart,,"279 | ""Let Jesus Come Into Your Heart"" () [4]",4,,,,Ab,,279,321,,,If you are tired of the load of your sin,,2279,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Who at My Door Is Standing?,,"284 | ""Who at My Door Is Standing?"" () [4]",4,,,,F,,284,,,,Who at my door is standing,,2284,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Into My Heart,,"285 | ""Into My Heart"" () [4]",4,,,,F,,285,623,535,,"Come into my heart, blessed Jesus",,2285,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
The Nail-Scarred Hand,,"286 | ""The Nail-Scarred Hand"" () [4]",4,,,,F,,286,,,,Have you failed in your plan of your storm-tossed life?,,2286,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Open Your Heart's Door,,"287 | ""Open Your Heart's Door"" () [4]",4,,,,Ab,,287,,,,"Jesus is here, Jesus is here",,2287,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
"Come, Sinner, Come!",,"289 | ""Come, Sinner, Come!"" () [3]",3,,,,F,,289,,,,While Jesus whispers to you,,2289,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Let Him In,,"290 | ""Let Him In"" () [4]",4,,,,Db,,290,,,,There's a Saviour at the door,,2290,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
"I Am Coming, Lord",,"291 | ""I Am Coming, Lord"" () [3]",3,,,,Eb,,291,,,,I hear Thy welcome voice,,2291,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Close to Thee,,"297 | ""Close to Thee"" () [3]",3,,,,G,,297,383,,,"Thou, my everlasting portion",,2297,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Something for Thee,,"299 | ""Something for Thee"" () [4]",4,,,,G,,299,,,,"Saviour, Thy dying love",,2299,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Ashamed of Jesus,,"300 | ""Ashamed of Jesus"" () [4]",4,,,,Eb,,300,,,,"Jesus, and shall it ever be",,2300,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Sweet Will of God,,"302 | ""Sweet Will of God"" () [4]",4,,,,Bb,,302,,462,,My stubborn will at last hath yielded,,2302,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,
Jesus Calls Us,,"307 | ""Jesus Calls Us"" () [4]",4,,,,Bb,,307,318,,,Jesus calls us; o'er the tumult,,2307,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
"I'll Be True, Precious Jesus",,"313 | ""I'll Be True, Precious Jesus"" () [4]",4,,,,Eb,,313,,448,,"I’ll be true, precious Jesus, I'll be true",,2313,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
I'll Live for Him,,"317 | ""I'll Live for Him"" () [3]",3,,,,F,,317,92,,,"My life, my love I give to Thee",,2317,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Give Me Thy Heart,,"318 | ""Give Me Thy Heart"" () [3]",3,,,,F,,318,,,,"""Give Me thy heart,"" says the Father above",,2318,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
O to Be Like Thee!,,"320 | ""O to Be Like Thee!"" () [5]",5,,,,D,,320,375,400,,O to be like Thee! blessed Redeemer,,2320,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Where He Leads I'll Follow,,"321 | ""Where He Leads I'll Follow"" () [3]",3,,,,E,,321,388,349,,"Sweet are the promises, Kind is the word",,2321,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Christ Is All,,"326 | ""Christ Is All"" () [6]",6,,,,Eb,,326,,,,I entered once a home of care,,2326,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Ho! Every One That Is Thirsty,,"337 | ""Ho! Every One That Is Thirsty"" () [3]",3,,,,Ab,,337,,,,Ho! ev'ry one that is thirsty in spirit,,2337,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Holy Ghost, With Light Divine",,"338 | ""Holy Ghost, With Light Divine"" () [4]",4,,,,Bb,,338,,,,"Holy Ghost, with light divine",,2338,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spirit of God, Descend Upon My Heart",,"339 | ""Spirit of God, Descend Upon My Heart"" () [4]",4,,,,C,,339,70,,,"Spirit of God, descend upon my heart",,2339,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessed Quietness,,"340 | ""Blessed Quietness"" () [5]",5,,,,Bb,,340,,424,,Joys are flowing like a river,,2340,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old-Time Power,,"342 | ""Old-Time Power"" () [3]",3,,,,Bb,,342,,,,We are gathered for Thy blessing,,2342,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breathe on Me,,"345 | ""Breathe on Me"" () [4]",4,,,,Eb,,345,,442,,"Holy Spirit, breathe on me",,2345,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bring Your Vessels, Not a Few",,"346 | ""Bring Your Vessels, Not a Few"" () [3]",3,,,,Eb,,346,,,,Are you looking for the fullness of the blessing of the Lord,,2346,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Come, Holy Spirit",,"348 | ""Come, Holy Spirit"" () [5]",5,,,,C,,348,,479,,"Power, mighty pow'r Jesus promised from on high",,2348,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Have You Prayed It Through?,,"352 | ""Have You Prayed It Through?"" () [3]",3,,,,Eb,,352,,,,Have you prayed all night,,2352,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
From Every Stormy Wind (Hastings),,"353 | ""From Every Stormy Wind (Hastings)"" () [4]",4,,,,C,,353,,,,From ev'ry stormy wind that blows,,2353,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Ask and Seek and Knock,,"357 | ""Ask and Seek and Knock"" () [4]",4,,,,C,,357,,,,Is there anything too hard for God to do?,,2357,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Tis the Blessed Hour of Prayer,,"358 | ""Tis the Blessed Hour of Prayer"" () [4]",4,,,,Eb,,358,,452,,"‘Tis the blessed hour of prayer, when our hearts lowly bend",,2358,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
I'm Leaning on Jesus,,"362 | ""I'm Leaning on Jesus"" () [4]",4,,,,C,,362,,,,"Cast all your care on Him, He careth for you",,2362,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
The Old Book and the Old Faith,,"366 | ""The Old Book and the Old Faith"" () [3]",3,,,,C,,366,,,,Mid the storms of doubt and unbelief we fear,,2366,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
My Mother's Bible,,"367 | ""My Mother's Bible"" () [4]",4,,,,Bb,,367,,,,There's a dear and precious Book,,2367,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
