Name,OOS,,Total Verses,Verses to Sing,Familiarity,Service Index,Key,NVB,SSH,MAJ,NVR,Date of Most Recent Use,First Line,Notes,ID,Blood,Christmas,Cross,Easter,Grace,Heaven,Holy Spirit,Invitation,Missions,Patriotic,Prayer,Salvation,Second Coming,Bible,Calvary,Great Hymns,Service,Thanksgiving,Assurance,Christian Warfare,Comfort & Guidance,Consecration,Consolation,Faith & Trust,Joy & Singing,Love,Praise,Resurrection,Soul Winning & Service,Testimony,Lyrics,Log,Words,Music
Are Ye Able?,"1, 2, 4","NVB | ""Are Ye Able?"" (466) [4]",4,"1, 2, 4",,2,Ab,466,,,,,"“Are ye able,” said the Master",,1466,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
All for Jesus,"1, 2, 4","311 | ""All for Jesus"" (467) [4]",4,"1, 2, 4",,2,F,467,311,,541,,All for Jesus! all for Jesus!,,1467,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Shall I Turn Back?,"1, 2, 4","NVB | ""Shall I Turn Back?"" (468) [4]",4,"1, 2, 4",,2,Bb,468,,,,,I was out on the mountain of sin and despair,,1468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ for Me!,Chorus 2x,"NVB | ""Christ for Me!"" (469) [C]",C,Chorus 2x,,,F,469,,257,494,,"Christ for me, yes, it’s Christ for me",,1469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All in the Name of Jesus,"All: 1, 2","NVB | ""All in the Name of Jesus"" (470) [2]",2,"All: 1, 2",,3/4,Eb,470,,,,,"Truth and beauty and happiness,",,1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Give Me Jesus,"1, 2, 4","333 | ""Give Me Jesus"" (471) [4]",4,"1, 2, 4",,3/4,F,471,333,,186,,"Take the world, but give me Jesus",,1471,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
He’s Still on the Throne,"All: 1, 2","NVB | ""He’s Still on the Throne"" (472) [2]",2,"All: 1, 2",,2,Bb,472,,,,,"A sinner now saved,",,1472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Just When I Need Him Most,"1, 2, 4","87 | ""Just When I Need Him Most"" (473) [4]",4,"1, 2, 4",,3/4,Db,473,87,,206,,"Just when I need Him, Jesus is near",,1473,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,
I'd Rather Have Jesus,"All: 1, 2, 3","NVB | ""I'd Rather Have Jesus"" (474) [3]",3,"All: 1, 2, 3",,3/4,Db,474,,454,391,,I’d rather have Jesus than silver or gold,,1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Gave My Life for Thee,"1, 2, 4","7 | ""I Gave My Life for Thee"" (475) [4]",4,"1, 2, 4",,1C,C,475,7,546,543,,I gave my life for thee,,1475,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
Joy Unspeakable,"1, 2, 4","198 | ""Joy Unspeakable"" (476) [4]",4,"1, 2, 4",,2,Bb,476,198,,283,,I have found His grace is all complete,,1476,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Hold the Fort,"1, 2, 4","411 | ""Hold the Fort"" (477) [4]",4,"1, 2, 4",,2,D,477,411,583,244,,"Ho, my comrades! see the signal",,1477,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Canaanland Is Just in Sight,"All: 1, 2","NVB | ""Canaanland Is Just in Sight"" (478) [2]",2,"All: 1, 2",,2,F,478,,,6,,"Moses led God's children,",,1478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surely the Presence of the Lord Is in This Place,"All: 1, 2","NVB | ""Surely the Presence of the Lord Is in This Place"" (479) [2]",2,"All: 1, 2",,3/4,Eb,479,,,,,Surely the presence of the Lord is in this place,,1479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Five Rows Back,"All: 1, 2","NVB | ""Five Rows Back"" (480) [2]",2,"All: 1, 2",,2,G,480,,,,,"O I really wasn't one for going to church,",,1480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Family of God,"All: 1, 2","NVB | ""The Family of God"" (481) [2]",2,"All: 1, 2",,2,F,481,,,23,,I’m so glad I’m a part of the family of God,,1481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faith Is the Victory!,"1, 2, 4","410 | ""Faith Is the Victory!"" (482) [4]",4,"1, 2, 4",,2,F,482,410,413,174,,Encamped along the hills of light,,1482,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
The Fight Is On,"All: 1, 2, 3","409 | ""The Fight Is On"" (483) [3]",3,"All: 1, 2, 3",,2,Bb,483,409,,330,,The fight is on — the trumpet sound is ringing out,,1483,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
When the Battle's Over,"All: 1, 2, 3","404 | ""When the Battle's Over"" (484) [3]",3,"All: 1, 2, 3",,3/4,G,484,404,,347,,Am I a soldier of the cross,,1484,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
He’s Able,Chorus 2x,"NVB | ""He’s Able"" (485) [C]",C,Chorus 2x,,,F,485,,591,261,,"He’s able, He’s able, I know He’s able",,1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Other Name,"All: 1, 2","NVB | ""No Other Name"" (486) [2]",2,"All: 1, 2",,3/4,C,486,,,,,"A man possessed by devils,",,1486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sound the Battle Cry!,"All: 1, 2, 3","419 | ""Sound the Battle Cry!"" (487) [3]",3,"All: 1, 2, 3",,2,Bb,487,419,590,321,,Sound the battle cry!,,1487,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
God Leads Us Along,"1, 2, 4","96 | ""God Leads Us Along"" (488) [4]",4,"1, 2, 4",,3/4,Eb,488,96,112,197,,"In shady, green pastures, so rich and so sweet",,1488,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Still Sweeter Every Day,"All: 1, 2, 3","NVB | ""Still Sweeter Every Day"" (489) [3]",3,"All: 1, 2, 3",,2,Bb,489,,,334,,To Jesus ev’ry day I find my heart is closer drawn,,1489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Need to Doubt Him Now,"All: 1, 2","NVB | ""No Need to Doubt Him Now"" (490) [2]",2,"All: 1, 2",,3/4,D,490,,,,,Looking back through the years the heartaches and tears;,,1490,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
It Is No Secret,"All: 1, 2","NVB | ""It Is No Secret"" (491) [2]",2,"All: 1, 2",,3/4,C,491,,420,16,,The chimes of time tell out the news,,1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Longer I Serve Him,"All: 1, 2","NVB | ""The Longer I Serve Him"" (492) [2]",2,"All: 1, 2",,3/4,Ab,492,,,13,,Since I started for the Kingdom,,1492,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
Every Day With Jesus,Chorus 2x,"NVB | ""Every Day With Jesus"" (493) [C]",C,Chorus 2x,,,F,493,,640,498,,Every day with Jesus is sweeter than the day before,,1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Throw Out the LIfe-Line,"1, 2, 4","370 | ""Throw Out the LIfe-Line"" (494) [4]",4,"1, 2, 4",,2,G,494,370,,106,,Throw out the Life-Line across the dark wave,,1494,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,
Since Jesus Came Into My Heart,"1, 2, 4","194 | ""Since Jesus Came Into My Heart"" (495) [4]",4,"1, 2, 4",,1B,A,495,194,505,435,,What a wonderful change in my life has been wrought,,1495,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,
"I Owe It All to You, Lord","All: 1, 2","NVB | ""I Owe It All to You, Lord"" (496) [2]",2,"All: 1, 2",,3/4,C,496,,,,,You've been my friend for so long;,,1496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Who Is on the Lord's Side?,"1, 2, 4","406 | ""Who Is on the Lord's Side?"" (497) [4]",4,"1, 2, 4",,2,C,497,406,392,464,,Who is on the Lord’s side?,,1497,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,
Where Could I Go?,"All: 1, 2, 3","451 | ""Where Could I Go?"" (498) [3]",3,"All: 1, 2, 3",,2,G,498,451,,348,,Living below in this old sinful world,,1498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Each Step I Take,"All: 1, 2, 3","128 | ""Each Step I Take"" (499) [3]",3,"All: 1, 2, 3",,3/4,Eb,499,128,,252,,Each step I take my Saviour goes before me,,1499,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,
If I Can Help Somebody,"All: 1, 2","NVB | ""If I Can Help Somebody"" (500) [2]",2,"All: 1, 2",,3/4,C,500,,,,,If I can help somebody as I pass along,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We’ll Talk It Over,"All: 1, 2, 3","NVB | ""We’ll Talk It Over"" (501) [3]",3,"All: 1, 2, 3",,3/4,F,501,,,,,"Tho' shadows deepen and my heart bleeds,",,1501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nothing Is Impossible,Chorus 2x,"NVB | ""Nothing Is Impossible"" (502) [C]",C,Chorus 2x,,,Bb,502,,615,297,,Nothing is impossible when you trust in God,,1502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Shall Not Be Moved,"1, 2, 4","NVB | ""I Shall Not Be Moved"" (503) [4]",4,"1, 2, 4",,2,G,503,,,388,,"Jesus is my Savior, I shall not be moved",,1503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To Be Used of God,"All: 1, 2","NVB | ""To Be Used of God"" (504) [2]",2,"All: 1, 2",,3/4,C,504,,,,,"I've a yearning in my heart that cannot be denied,",,1504,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
It’s My Desire,"All: 1, 2","NVB | ""It’s My Desire"" (505) [2]",2,"All: 1, 2",,3/4,Bb,505,,,,,"It's my desire to live for Jesus,",,1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Work, for the NIght Is Coming","All: 1, 2, 3","375 | ""Work, for the NIght Is Coming"" (506) [3]",3,"All: 1, 2, 3",,2,F,506,375,544,357,,"Work, for the night is coming",,1506,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,
My Life Is Yours to Control,"All: 1, 2","NVB | ""My Life Is Yours to Control"" (507) [2]",2,"All: 1, 2",,3/4,G,507,,394,208,,With my whole heart I humbly see You;,,1507,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
"Lord, Lead Me On","All: 1, 2, 3","NVB | ""Lord, Lead Me On"" (508) [3]",3,"All: 1, 2, 3",,2,F,508,,,,,"When the way seems dark and long,",,1508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In Times Like These,"All: 1, 2, 3","137 | ""In Times Like These"" (509) [3]",3,"All: 1, 2, 3",,3/4,Ab,509,137,452,176,,In times like these you need a Saviour,,1509,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
He Leadeth Me,"1, 2, 4","116 | ""He Leadeth Me"" (510) [4]",4,"1, 2, 4",,3/4,D,510,116,460,220,,"He leadeth me, O blessed tho't!",,1510,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,
Footprints of Jesus,"1, 2, 4","310 | ""Footprints of Jesus"" (511) [4]",4,"1, 2, 4",,3/4,F,511,310,402,178,,"Sweetly, Lord, have we heard Thee calling",,1511,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Count Me,"1, 2, 4","NVB | ""Count Me"" (512) [4]",4,"1, 2, 4",,2,Db,512,,,232,,When the Lord is calling for the valiant,,1512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweeter as the Years Go By,"All: 1, 2, 3","NVB | ""Sweeter as the Years Go By"" (513) [3]",3,"All: 1, 2, 3",,2,Ab,513,,,344,,Of Jesus’ love that sought me,,1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Satisfied,"1, 2, 4","NVB | ""Satisfied"" (514) [4]",4,"1, 2, 4",,3/4,Eb,514,,298,316,,All my life I had panted for a draught,,1514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
God’s Family,"All: 1, 2, 3","NVB | ""God’s Family"" (515) [3]",3,"All: 1, 2, 3",,3/4,F,515,,,,,We’re part of a family that’s been born again,,1515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Whosoever"" Meaneth Me","All: 1, 2, 3","211 | """"Whosoever"" Meaneth Me"" (516) [3]",3,"All: 1, 2, 3",,2,Bb,516,211,,510,,I am happy today and the sun shines bright,,1516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
It’s Real,"1, 2, 4","NVB | ""It’s Real"" (517) [4]",4,"1, 2, 4",,2,Db,517,,,189,,O how well I remember how I doubted and feared,,1517,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
The Old-Time Religion,"1, 3, 5","142 | ""The Old-Time Religion"" (518) [5]",5,"1, 3, 5",,2,Bb,518,142,,255,,It was good for our mothers,,1518,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,
Merciful to Me,"All: 1, 2","NVB | ""Merciful to Me"" (519) [2]",2,"All: 1, 2",,3/4,F,519,,,,,"The angry men were closing in,",,1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sin Will Take You Farther,"All: 1, 2","NVB | ""Sin Will Take You Farther"" (520) [2]",2,"All: 1, 2",,2,Eb,520,,,,,As a child I foolishly turned God away,,1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Without Him,"All: 1, 2","NVB | ""Without Him"" (521) [2]",2,"All: 1, 2",,3/4,F,521,,305,468,,Without Him I could do nothing,,1521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Banner of the Cross,"1, 2, 4","405 | ""The Banner of the Cross"" (522) [4]",4,"1, 2, 4",,2,Bb,522,405,582,447,,There's a royal banner given for display,,1522,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Victory in Jesus,"All: 1, 2, 3","243 | ""Victory in Jesus"" (523) [3]",3,"All: 1, 2, 3",,1B,Ab,523,243,587,341,,"I heard an old, old story",,1523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
"I Just Want to Thank You, Lord (Sparks)","All: 1, 2, 3","NVB | ""I Just Want to Thank You, Lord (Sparks)"" (524) [3]",3,"All: 1, 2, 3",,2,F,524,,,,,"I just want to thank you Lord,",,1524,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
What a Wonderful Saviour!,"1, 3, 6","21 | ""What a Wonderful Saviour!"" (525) [6]",6,"1, 3, 6",,2,D,525,21,,346,,Christ has for sin atonement made,,1525,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
He's a Wonderful Saviour to Me,"1, 2, 4","200 | ""He's a Wonderful Saviour to Me"" (526) [4]",4,"1, 2, 4",,2,Eb,526,200,514,381,,"I was lost in sin, but Jesus rescued me",,1526,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Isn’t He Wonderful?,Chorus 2x,"468 | ""Isn’t He Wonderful?"" (527) [C]",C,Chorus 2x,,,Bb,527,468,,99,,"Isn’t He wonderful, wonderful, wonderful?",,1527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesus Spoke to Me,"All: 1, 2, 3","NVB | ""Jesus Spoke to Me"" (528) [3]",3,"All: 1, 2, 3",,2,Bb,528,,,,,"Jesus spoke to me one day, praise His holy name,",,1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Since Jesus Passed By,"All: 1, 2","NVB | ""Since Jesus Passed By"" (529) [2]",2,"All: 1, 2",,3/4,F,529,,,,,"Like a blind man I wandered, so lost and undone.",,1529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My Redeemer,"1, 2, 4","202 | ""My Redeemer"" (530) [4]",4,"1, 2, 4",,2,Ab,530,202,,268,,I will sing of my Redeemer,,1530,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Now I Belong to Jesus,"All: 1, 2","248 | ""Now I Belong to Jesus"" (531) [2]",2,"All: 1, 2",,3/4,Ab,531,248,458,298,,Jesus my Lord will love me forever,,1531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Jesus Is Still the Answer,"1, 2, 4","NVB | ""Jesus Is Still the Answer"" (532) [4]",4,"1, 2, 4",,3/4,Ab,532,,,,,"Some men try so hard to prove that God's not really real,",,1532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I've Found a Friend,"1, 2, 4","226 | ""I've Found a Friend"" (533) [4]",4,"1, 2, 4",,3/4,A,533,226,434,,,"I’ve found a Friend, O such a Friend!",,1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
"No, Not One!","1, 3, 5","236 | ""No, Not One!"" (534) [5]",5,"1, 3, 5",,2,G,534,236,107,296,,There's not a friend like the lowly Jesus,,1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Somebody Touched Me,"All: 1, 2","NVB | ""Somebody Touched Me"" (535) [2]",2,"All: 1, 2",,2,D,535,,,,,"While I was praying, somebody touched me",,1535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
He Ransomed Me,"All: 1, 2, 3","NVB | ""He Ransomed Me"" (536) [3]",3,"All: 1, 2, 3",,3/4,C,536,,,,,There’s a sweet and blessed story,,1536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jesus, Hold My Hand","All: 1, 2, 3","NVB | ""Jesus, Hold My Hand"" (537) [3]",3,"All: 1, 2, 3",,2,Eb,537,,,,,As I travel on life’s pathway,,1537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesus Is All the World to Me,"1, 2, 4","220 | ""Jesus Is All the World to Me"" (538) [4]",4,"1, 2, 4",,3/4,G,538,220,502,276,,Jesus is all the world to me,,1538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Love Divine,"1, 2, 4","172 | ""Love Divine"" (539) [4]",4,"1, 2, 4",,2,Bb,539,172,126,,,"Love divine, all loves excelling",,1539,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
It's Just Like His Great Love,"1, 2, 4","175 | ""It's Just Like His Great Love"" (540) [4]",4,"1, 2, 4",,2,Bb,540,175,137,405,,"A Friend I have, called Jesus",,1540,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Jesus Loves Me (Bradbury),"All: 1, 2, 3","187 | ""Jesus Loves Me (Bradbury)"" (541) [3]",3,"All: 1, 2, 3",,2,C,541,187,628,102,,Jesus loves me! this I know,,1541,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
He Loves Me,"All: 1, 2","NVB | ""He Loves Me"" (542) [2]",2,"All: 1, 2",,3/4,G,542,,,,,Why did he go to Calvary?,,1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Love Lifted Me,"All: 1, 2, 3","173 | ""Love Lifted Me"" (543) [3]",3,"All: 1, 2, 3",,1A,Bb,543,173,138,413,,I was sinking deep in sin,,1543,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
"Oh, How I Love Jesus","1, 2, 4","183 | ""Oh, How I Love Jesus"" (544) [4]",4,"1, 2, 4",,2,Ab,544,183,18,258,,There is a name I love to hear,,1544,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Jesus Loves Even Me,"All: 1, 2, 3","178 | ""Jesus Loves Even Me"" (545) [3]",3,"All: 1, 2, 3",,2,G,545,178,127,277,,I am so glad that our Father in Heav'n,,1545,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Just a Closer Walk With Thee,"All: 1, 2, 3","319 | ""Just a Closer Walk With Thee"" (546) [3]",3,"All: 1, 2, 3",,2,C,546,319,,284,,"I am weak, but Thou art strong",,1546,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
The Lighthouse,"All: 1, 2","NVB | ""The Lighthouse"" (547) [2]",2,"All: 1, 2",,2,F,547,,,,,There’s a Lighthouse on the hillside,,1547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It Is Glory Just to Walk with Him,"All: 1, 2, 3","NVB | ""It Is Glory Just to Walk with Him"" (548) [3]",3,"All: 1, 2, 3",,2,C,548,,,274,,"Walk with Him, it is glory just to walk with Him",,1548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
He Lifted Me,"1, 2, 4","NVB | ""He Lifted Me"" (549) [4]",4,"1, 2, 4",,3/4,F,549,,,251,,In lovingkindness Jesus came,,1549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Led By the Master’s Hand,"All: 1, 2","NVB | ""Led By the Master’s Hand"" (550) [2]",2,"All: 1, 2",,3/4,Bb,550,,,,,"As I walk the road of life my feet grow weary,",,1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Since the Savior Found Me,"All: 1, 2, 3","NVB | ""Since the Savior Found Me"" (551) [3]",3,"All: 1, 2, 3",,2,Ab,551,,,437,,"Since the Savior found me, pardoned all my sin,",,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Showers of Blessing,"1, 2, 4","NVB | ""Showers of Blessing"" (552) [4]",4,"1, 2, 4",,2,Bb,552,,,335,,There shall be showers of blessing,,1552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
He Washed My Eyes with Tears,"All: 1, 2","NVB | ""He Washed My Eyes with Tears"" (553) [2]",2,"All: 1, 2",,3/4,F,553,,,,,He washed my eyes with tears that I might see,,1553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When the Savior Reached Down for Me,"All: 1, 2, 3","NVB | ""When the Savior Reached Down for Me"" (554) [3]",3,"All: 1, 2, 3",,2,C,554,,,,,Once my soul was astray from teh heavenly way,,1554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
So Much to Thank Him For,"All: 1, 2","NVB | ""So Much to Thank Him For"" (555) [2]",2,"All: 1, 2",,2,F,555,,,,,When I look around and see the good things that He's done for me,,1555,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Then I Met the Master,"All: 1, 2","NVB | ""Then I Met the Master"" (556) [2]",2,"All: 1, 2",,3/4,C,556,,,26,,"Like a babe when it cries for its mother,",,1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Stand Amazed,"All: 1, 2","NVB | ""I Stand Amazed"" (557) [2]",2,"All: 1, 2",,3/4,Ab,557,,,482,,When I examine that old rugged cross,,1557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I’m Free,"All: 1, 2","NVB | ""I’m Free"" (558) [2]",2,"All: 1, 2",,3/4,F,558,,,,,"So long I had searched for life's meaning,",,1558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thank God I Am Free,"All: 1, 2","NVB | ""Thank God I Am Free"" (559) [2]",2,"All: 1, 2",,2,G,559,,,,,For a long time I traveled the path of sin,,1559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oh, It Is Wonderful to Be a Christian","All: 1, 2, 3","NVB | ""Oh, It Is Wonderful to Be a Christian"" (560) [3]",3,"All: 1, 2, 3",,2,Eb,560,,518,302,,Life has purpose now it never had before.,,1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oh, Say, but I’m Glad","All: 1, 2, 3","206 | ""Oh, Say, but I’m Glad"" (561) [3]",3,"All: 1, 2, 3",,2,D,561,206,504,300,,There is a song in my heart today,,1561,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
I’m on the Winning Side,"All: 1, 2, 3","NVB | ""I’m on the Winning Side"" (562) [3]",3,"All: 1, 2, 3",,1C,G,562,,,272,,"Once I drifted out in sin,",,1562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I Just Want to Thank You, Lord (Deel)","All: 1, 2, 3","NVB | ""I Just Want to Thank You, Lord (Deel)"" (563) [3]",3,"All: 1, 2, 3",,2,F,563,,,,,"For making the sun to shine,",,1563,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
He Keeps Me Singing,"1, 3, 5","205 | ""He Keeps Me Singing"" (564) [5]",5,"1, 3, 5",,1C,Ab,564,205,477,250,,There's within my heart a melody,,1564,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
I Will Sing the Wondrous Story,"1, 3, 5","196 | ""I Will Sing the Wondrous Story"" (565) [5]",5,"1, 3, 5",,2,Eb,565,196,500,389,,I will sing the wondrous story,,1565,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Praise Him! Praise Him!,"All: 1, 2, 3","164 | ""Praise Him! Praise Him!"" (566) [3]",3,"All: 1, 2, 3",,1C,Ab,566,164,20,305,,"Praise Him! praise Him! Jesus, our blessed Redeemer!",,1566,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Singing I Go,"1, 2, 4","197 | ""Singing I Go"" (567) [4]",4,"1, 2, 4",,2,G,567,197,503,,,The trusting heart to Jesus clings,,1567,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
I Will Sing of the Mercies,Chorus 2x,"195 | ""I Will Sing of the Mercies"" (568) [C]",C,Chorus 2x,,,C,568,195,180,,,I will sing of the mercies of the Lord forever,,1568,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Redeemed,"1, 2, 4","246 | ""Redeemed"" (569) [4]",4,"1, 2, 4",,1C,Ab,569,246,520,311,,"Redeemed, how I love to proclaim it!",,1569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Precious Memories,"1, 2, 4","NVB | ""Precious Memories"" (570) [4]",4,"1, 2, 4",,3/4,Ab,570,,,,,"Precious memories, unseen angels",,1570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ring the Bells of Heaven,"All: 1, 2, 3","192 | ""Ring the Bells of Heaven"" (571) [3]",3,"All: 1, 2, 3",,2,Bb,571,192,468,314,,Ring the bells of Heaven! there is joy today,,1571,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
In My Heart There Rings a Melody,"All: 1, 2, 3","191 | ""In My Heart There Rings a Melody"" (572) [3]",3,"All: 1, 2, 3",,1B,Ab,572,191,526,395,,I have a song that Jesus gave me,,1572,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
God on the Mountain,"All: 1, 2","NVB | ""God on the Mountain"" (573) [2]",2,"All: 1, 2",,3/4,F,573,,,,,Life is easy when you’re up on the mountain,,1573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunshine in My Soul,"1, 2, 4","209 | ""Sunshine in My Soul"" (574) [4]",4,"1, 2, 4",,2,Ab,574,209,485,443,,There's sunshine in my soul today,,1574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
Sunlight,"All: 1, 2, 3","231 | ""Sunlight"" (575) [3]",3,"All: 1, 2, 3",,1C,E,575,231,,441,,I wandered in the shades of night,,1575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
